num_acidente,chv_localidade,data_acidente,uf_acidente,ano_acidente,mes_acidente,mes_ano_acidente,codigo_ibge,dia_semana,fase_dia,tp_acidente,cond_meteorologica,end_acidente,num_end_acidente,cep_acidente,bairro_acidente,km_via_acidente,latitude_acidente,longitude_acidente,hora_acidente,tp_rodovia,cond_pista,tp_cruzamento,tp_pavimento,tp_curva,lim_velocidade,tp_pista,ind_guardrail,ind_cantcentral,ind_acostamento,qtde_acidente,qtde_acid_com_obitos,qtde_envolvidos,qtde_feridosilesos,qtde_obitos,grupo,ano,mes
5707141,SP3505708201904,2019-04-08,SP,2019,4,42019,3505708,SEGUNDA-FEIRA,TARDE,DESCONHECIDO,DESCONHECIDAS,ACESSO DAS DALIAS,333,0,CENTRO COMERCIAL,0,,,145437,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,0,0,0,Total Geral,2019,4
5023839,ES3205200202312,2023-12-09,ES,2023,12,122023,3205200,SABADO,TARDE,OUTROS ACIDENTES DE TRANSITO,NAO INFORMADO,RUA ALAGOAS,0,0,NORMILIA DA CUNHA,0,-20.4471167,-40.3537005,132000,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0,Total Geral,2023,12
3471960,SP3550308202302,2023-02-20,SP,2023,2,22023,3550308,SEGUNDA-FEIRA,MADRUGADA,DESCONHECIDO,DESCONHECIDAS,ESTRADA CUMBICA,1487,0,JARDIM ANGELA,0,-23.716823,-46.7651445,13837,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,0,0,0,Total Geral,2023,2
5557410,SP3530607201908,2019-08-24,SP,2019,8,82019,3530607,SABADO,MADRUGADA,DESCONHECIDO,DESCONHECIDAS,AVENIDA LOTHAR WALDEMAR HOEHNE,2000,0,JD RODEIO,0,,,51728,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,1,1,0,Com Feridos,2019,8
3411681,GO5211206202212,2022-12-20,GO,2022,12,122022,5211206,TERCA-FEIRA,MANHA,CHOQUE,OUTRAS CONDICOES,GO 230 ESQUINA C RUA 45,0,0,VILA MOREIRA,0,-17.2604553,-49.3496904,110600,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2022,12
1629634,MG3106200202307,2023-07-12,MG,2023,7,72023,3106200,QUARTA-FEIRA,NOITE,COLISAO LATERAL,NAO INFORMADO,ANEL RODOVIARIO,1620,0,JARDIM VITORIA,0,-19.8471381,-43.8870185,211559,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2023,7
1488596,GO5208707201807,2018-07-24,GO,2018,7,72018,5208707,TERCA-FEIRA,MANHA,DESCONHECIDO,OUTRAS CONDICOES,ALAMEDA VISTA ALEGRE  CEP 74455-290,0,0,SAO FRANCISCO,0,,,72500,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2018,7
4598380,RJ3305703201805,2018-05-05,RJ,2018,5,52018,3305703,SABADO,NOITE,OUTROS ACIDENTES DE TRANSITO,NAO INFORMADO,RUA FARIA DE OLIVEIRA,0,0,,0,-0.0,-0.0,183000,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2018,5
4307907,PR4125506202005,2020-05-11,PR,2020,5,52020,4125506,SEGUNDA-FEIRA,TARDE,COLISAO TRANSVERSAL,CLARO,RUA DONA IZABEL A REDENTORA,2530,0,CENTRO,0,,,125000,MUNICIPAL,SECA,CRUZAMENTO  MESMA SUPERFICIE,ASFALTO,DESCONHECIDO,NAO INFORMADO,SIMPLES  SEM CICLOVIA,DESCONHECIDO,DESCONHECIDO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2020,5
5639569,PR4105508201805,2018-05-05,PR,2018,5,52018,4105508,SABADO,MANHA,COLISAO TRASEIRA,DESCONHECIDAS,AVENIDA GOIAS,1326,0,ZONA TRES,0,,,101500,MUNICIPAL,NAO INFORMADO,NAO FOI EM CRUZAMENTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,1,0,2,2,0,Com Feridos,2018,5
3686891,MG3106200202305,2023-05-19,MG,2023,5,52023,3106200,SEXTA-FEIRA,TARDE,OUTROS ACIDENTES DE TRANSITO,NAO INFORMADO,CRISTIANO MACHADO,0,31810280,PRIMEIRO DE MAIO,0,-19.8572492,-43.9334737,175000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2023,5
5053173,MG3157807201903,2019-03-24,MG,2019,3,32019,3157807,DOMINGO,TARDE,COLISAO LATERAL,NAO INFORMADO,,0,0,,0,,,121611,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2019,3
6063366,SP3547809202302,2023-02-14,SP,2023,2,22023,3547809,TERCA-FEIRA,MADRUGADA,DESCONHECIDO,DESCONHECIDAS,ACESSO RUA GEOVANE BATISTA PIRELI,100,0,AREA INDUSTRIAL 27,0,-23.6644525,-46.489546,42756,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,0,0,0,Total Geral,2023,2
3904785,MG3118601202406,2024-06-05,MG,2024,6,62024,3118601,QUARTA-FEIRA,MANHA,OUTROS ACIDENTES DE TRANSITO,NAO INFORMADO,PREFEITO GIL DINIZ JUNIOR,485,0,CENTRO,0,-19.9149927,-44.0819758,63000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2024,6
1494394,PR4102208202401,2024-01-11,PR,2024,1,12024,4102208,QUINTA-FEIRA,TARDE,CHOQUE,CHUVA,PR218,0,0,ZONA RURAL,306,,,143000,ESTADUAL,MOLHADA,CRUZAMENTO  MESMA SUPERFICIE,ASFALTO,CURVA ACENTUADA,80 KMH,SIMPLES  COM CICLOVIA,DESCONHECIDO,DESCONHECIDO,SIM,1,0,2,2,0,Com Feridos,2024,1
6431109,MG3140001202305,2023-05-20,MG,2023,5,52023,3140001,SABADO,NOITE,COLISAO TRASEIRA,CLARO,INCONFIDENTES,0,0,,0,-20.389084,-43.429964,215000,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO,SIM,1,0,2,2,0,Com Feridos,2023,5
4866779,PA1505536201809,2018-09-29,PA,2018,9,92018,1505536,SABADO,MANHA,COLISAO,NAO INFORMADO,PRINCIPAL  RUA,0,0,CENTRO,0,,,104000,MUNICIPAL,NAO INFORMADO,NAO FOI EM CRUZAMENTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0,Total Geral,2018,9
4645304,GO5220454201902,2019-02-15,GO,2019,2,22019,5220454,SEXTA-FEIRA,NOITE,DESCONHECIDO,OUTRAS CONDICOES,RUA CONTORNO OESTE,0,0,POLO COUREIRO,0,,,180000,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2019,2
3714365,MG3106200201812,2018-12-27,MG,2018,12,122018,3106200,QUINTA-FEIRA,TARDE,COLISAO TRASEIRA,NAO INFORMADO,,0,0,,0,,,151337,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2018,12
2507836,MG3148103201902,2019-02-23,MG,2019,2,22019,3148103,SABADO,MANHA,COLISAO LATERAL,NAO INFORMADO,RUI BARBOSA,0,0,,0,,,112639,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,6,6,0,Com Feridos,2019,2
991457,ES3204906201911,2019-11-15,ES,2019,11,112019,3204906,SEXTA-FEIRA,NOITE,ATROPELAMENTO COM PEDESTRE,DESCONHECIDAS,AV GOV EURICO VIEIRA DE RESENDE,0,0,GURIRI,0,,,223500,NAO INFORMADO,MOLHADA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,DUPLA  SEM CICLOVIA,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2019,11
4958984,SC4205407201901,2019-01-01,SC,2019,1,12019,4205407,TERCA-FEIRA,TARDE,DESCONHECIDO,NAO INFORMADO,RUA DOUTOR ALVARO MILLEN DA SILVEIRA,0,0,,0,,,140000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2019,1
1302193,MG3106200202204,2022-04-18,MG,2022,4,42022,3106200,SEGUNDA-FEIRA,NOITE,QUEDA,NAO INFORMADO,DOUTOR ALVARO CAMARGOS,1355,31515252,SAO JOAO BATISTA,0,-19.8263911,-43.9606593,193000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2022,4
3763923,MG3107406202109,2021-09-06,MG,2021,9,92021,3107406,SEGUNDA-FEIRA,MANHA,OUTROS ACIDENTES DE TRANSITO,CLARO,MG 164,0,0,,136,-19.6956109,-45.2706454,94000,ESTADUAL,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,SIM,NAO,1,0,2,2,0,Com Feridos,2021,9
2693252,SP3550308202403,2024-03-03,SP,2024,3,32024,3550308,DOMINGO,NOITE,DESCONHECIDO,DESCONHECIDAS,RUA MARIZ SARMENTO,28,0,,0,-23.5626863,-46.4733443,180400,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0,Total Geral,2024,3
3310107,MG3118601202310,2023-10-31,MG,2023,10,102023,3118601,TERCA-FEIRA,MANHA,CHOQUE,NAO INFORMADO,GENERAL DAVID SARNOFF,0,0,CIDADE INDUSTRIAL,0,-19.947388,-44.0201563,65000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2023,10
3329,MG3106200202404,2024-04-25,MG,2024,4,42024,3106200,QUINTA-FEIRA,TARDE,COLISAO FRONTAL,NAO INFORMADO,CARLOS DUARTE COSTA,26,0,GARCAS,0,-19.8308877,-43.9991105,141500,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2024,4
5297862,RO1100049201806,2018-06-10,RO,2018,6,62018,1100049,DOMINGO,MADRUGADA,DESCONHECIDO,NAO INFORMADO,PEDRO STECCA,0,0,ZONA RURAL,0,-11.421558,-61.481573,999999,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,2,0,2,Com Óbitos,2018,6
5960994,PR4104808202009,2020-09-02,PR,2020,9,92020,4104808,QUARTA-FEIRA,TARDE,COLISAO LATERAL,DESCONHECIDAS,RUA FLAMBOYANT,0,0,CENTRO,0,,,163000,MUNICIPAL,NAO INFORMADO,CRUZAMENTO  MESMA SUPERFICIE,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,1,0,3,3,0,Com Feridos,2020,9
6124819,MG3147006201910,2019-10-04,MG,2019,10,102019,3147006,SEXTA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,ANGELO MONTEIRO SILVA,0,0,,0,,,62500,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2019,10
6263123,MG3106200201910,2019-10-29,MG,2019,10,102019,3106200,TERCA-FEIRA,NOITE,COLISAO TRASEIRA,NAO INFORMADO,ANEL RODOVIARIO,0,0,,0,,,215216,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2019,10
5666264,MS5005400201906,2019-06-30,MS,2019,6,62019,5005400,DOMINGO,MADRUGADA,COLISAO TRASEIRA,OUTRAS CONDICOES,MS-157,0,0,,0,,,0,NAO INFORMADO,NAO INFORMADO,CRUZAMENTO  MESMA SUPERFICIE,ASFALTO,NAO HAVIA CURVA,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2019,6
952034,MG3156700202306,2023-06-22,MG,2023,6,62023,3156700,QUINTA-FEIRA,MANHA,QUEDA,NAO INFORMADO,OLIMPUS,431,0,ANA LUCIA,0,-19.8777827,-43.9073509,80000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2023,6
5105632,SC4205407202408,2024-08-17,SC,2024,8,82024,4205407,SABADO,NOITE,DESCONHECIDO,NAO INFORMADO,RUA DESEMBARGADOR PEDRO SILVA,0,0,,0,,,214000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2024,8
1199965,SP3550308202408,2024-08-27,SP,2024,8,82024,3550308,TERCA-FEIRA,TARDE,DESCONHECIDO,DESCONHECIDAS,,0,0,,0,-0.0,-0.0,130500,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,1,0,1,Com Óbitos,2024,8
3139033,SP3556404202008,2020-08-07,SP,2020,8,82020,3556404,SEXTA-FEIRA,NOITE,DESCONHECIDO,DESCONHECIDAS,AVENIDA VEREADOR JOSE ALEIXO,595,0,JARDIM FERRI,0,,,202300,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,0,0,0,Total Geral,2020,8
6349277,ES3201209201812,2018-12-26,ES,2018,12,122018,3201209,QUARTA-FEIRA,MANHA,COLISAO LATERAL,DESCONHECIDAS,AVENIDA JONES DOS SANTOS NEVES,0,0,CAICARA,0,,,91500,NAO INFORMADO,SECA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,DUPLA  SEM CICLOVIA,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2018,12
4888786,SP3548500202207,2022-07-01,SP,2022,7,72022,3548500,SEXTA-FEIRA,TARDE,TOMBAMENTO,CLARO,AVENIDA VICENTE DE CARVALHO,92,0,GONZAGA,0,,,171000,NAO INFORMADO,SECA,DESCONHECIDO,ASFALTO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,SIM,DESCONHECIDO,1,0,2,2,0,Com Feridos,2022,7
2841652,SC4204608202109,2021-09-09,SC,2021,9,92021,4204608,QUINTA-FEIRA,NOITE,COLISAO,NAO INFORMADO,RUA IMIGRANTE JOSE COLOMBO,0,0,,0,,,224400,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2021,9
967195,MG3106200202010,2020-10-02,MG,2020,10,102020,3106200,SEXTA-FEIRA,MADRUGADA,OUTROS ACIDENTES DE TRANSITO,NAO INFORMADO,PETUNIAS,0,0,,0,,,31234,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0,Total Geral,2020,10
1840339,SC4218707202202,2022-02-15,SC,2022,2,22022,4218707,TERCA-FEIRA,NOITE,DESCONHECIDO,NAO INFORMADO,AVENIDA PRESIDENTE TANCREDO NEVES,0,0,,0,,,184000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2022,2
5701951,ES3205002202109,2021-09-06,ES,2021,9,92021,3205002,SEGUNDA-FEIRA,TARDE,OUTROS ACIDENTES DE TRANSITO,NAO INFORMADO,RUA ARISTIDES CORREIA,0,0,PITANGA,0,-20.1271,-40.3054,160000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2021,9
1199077,GO5217609202201,2022-01-10,GO,2022,1,12022,5217609,SEGUNDA-FEIRA,TARDE,DESCONHECIDO,OUTRAS CONDICOES,AV. PEDRO LUDOVICO,0,0,SETOR LESTE,0,-15.4611632,-47.6052487,152900,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2022,1
4868288,MS5002704202010,2020-10-15,MS,2020,10,102020,5002704,QUINTA-FEIRA,TARDE,NAO INFORMADO,CHUVA,CAMPO GRANDE MS  LUCIA DOS SANTOS    PAR,0,0,PARQUE DO LAGEADO,0,,,170000,NAO INFORMADO,SECA,CRUZAMENTO  MESMA SUPERFICIE,ASFALTO,NAO HAVIA CURVA,NAO INFORMADO,SIMPLES  SEM CICLOVIA,NAO INFORMADO,NAO INFORMADO,NAO,1,0,2,2,0,Com Feridos,2020,10
2770678,MG3131307202311,2023-11-20,MG,2023,11,112023,3131307,SEGUNDA-FEIRA,MANHA,CHOQUE,NAO INFORMADO,DIAMANTINA,355,0,CENTRO,0,-19.4743879,-42.5303622,100000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2023,11
977749,SP3552205201911,2019-11-01,SP,2019,11,112019,3552205,SEXTA-FEIRA,MANHA,COLISAO TRASEIRA,CLARO,RUA GENERAL OSORIO,100,0,VILA CAMPOS,0,,,81200,NAO INFORMADO,SECA,DESCONHECIDO,ASFALTO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,1,1,0,Com Feridos,2019,11
1844637,MG3136702202205,2022-05-10,MG,2022,5,52022,3136702,TERCA-FEIRA,TARDE,DESCONHECIDO,NAO INFORMADO,BARAO DO RIO BRANCO,790,0,MARIANO PROCOPIO,0,-21.745807,-43.3533519,160735,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2022,5
6089634,SC4202008202208,2022-08-05,SC,2022,8,82022,4202008,SEXTA-FEIRA,NOITE,COLISAO,NAO INFORMADO,AVENIDA MARGINAL OESTE,0,0,,0,,,190000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2022,8
3407257,MG3118601202105,2021-05-11,MG,2021,5,52021,3118601,TERCA-FEIRA,NOITE,CHOQUE,NAO INFORMADO,EXPRESSA DE CONTAGEM,0,0,,0,,,210000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2021,5
2251269,SP3516200202308,2023-08-03,SP,2023,8,82023,3516200,QUINTA-FEIRA,MANHA,DESCONHECIDO,DESCONHECIDAS,RUA JORNALISTA ASSIS CHATEAUBRIAND,1,0,,0,-20.536245,-47.382954,65200,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0,Total Geral,2023,8
355153,DF5300108202211,2022-11-11,DF,2022,11,112022,5300108,SEXTA-FEIRA,NOITE,ENGAVETAMENTO,NAO INFORMADO,,18311,0,SANTA MARIA,0,-0.0,-0.0,180000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2022,11
5442418,DF5300108202203,2022-03-15,DF,2022,3,32022,5300108,TERCA-FEIRA,MANHA,COLISAO LATERAL,CLARO,,1212,0,CEILANDIA,0,-0.0,-0.0,65500,NAO INFORMADO,SECA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2022,3
571392,MG3133808202309,2023-09-22,MG,2023,9,92023,3133808,SEXTA-FEIRA,NOITE,CHOQUE,CLARO,ZE CAVAQUINHO,503,0,AEROPORTO DOIS,0,-20.0975073,-44.5982943,181405,NAO INFORMADO,SECA,MESMA SUPERFICIE  OUTROS,ASFALTO,NAO HAVIA CURVA,40 KMH,DUPLA  SEM CICLOVIA,NAO INFORMADO,NAO,SIM,1,0,1,1,0,Com Feridos,2023,9
2877082,SP3548500202007,2020-07-29,SP,2020,7,72020,3548500,QUARTA-FEIRA,NOITE,COLISAO LATERAL,CHUVA,LOGRADOURO NAO INFORMADO,0,0,BOQUEIRAO,0,,,184300,NAO INFORMADO,MOLHADA,DESCONHECIDO,ASFALTO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,SIM,1,0,2,2,0,Com Feridos,2020,7
1901263,MA2111300202202,2022-02-10,MA,2022,2,22022,2111300,QUINTA-FEIRA,MANHA,COLISAO,NAO INFORMADO,,0,0,SANTO ANTONIO,0,,,80700,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2022,2
6468040,SP3526902202403,2024-03-08,SP,2024,3,32024,3526902,SEXTA-FEIRA,MANHA,DESCONHECIDO,DESCONHECIDAS,AVENIDA DOUTOR LAURO CORREA DA SILVA,1,0,,0,-22.5986119,-47.4185722,85400,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0,Total Geral,2024,3
79133,PR4101507202002,2020-02-02,PR,2020,2,22020,4101507,DOMINGO,TARDE,DESCONHECIDO,GAROACHUVISCO,PR444,0,0,,6,,,161000,ESTADUAL,MOLHADA,CRUZAMENTO  MESMA SUPERFICIE,ASFALTO,DESCONHECIDO,80 KMH,SIMPLES  COM CICLOVIA,DESCONHECIDO,DESCONHECIDO,SIM,1,0,1,1,0,Com Feridos,2020,2
1984546,RJ3300209202208,2022-08-03,RJ,2022,8,82022,3300209,QUARTA-FEIRA,TARDE,DESCONHECIDO,NAO INFORMADO,,0,0,BANANEIRAS,0,-0.0,-0.0,144500,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2022,8
4127779,SC4202909202110,2021-10-25,SC,2021,10,102021,4202909,SEGUNDA-FEIRA,MANHA,DESCONHECIDO,NAO INFORMADO,RUA ANITA GARIBALDI,0,0,,0,,,90000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2021,10
